date,latitude,longitude
2019-02-11 08:42:30,53.421757,-2.3295
2019-02-11 08:46:52,53.421828,-2.330362
2019-02-11 08:46:56,53.421906,-2.330446
2019-02-11 08:47:01,53.42181,-2.330493
2019-02-11 08:56:53,53.421941,-2.330555
2019-02-11 09:12:48,53.421941,-2.330555
2019-02-11 09:26:46,53.421912,-2.33023
2019-02-11 09:27:00,53.422002,-2.330349
2019-02-11 09:27:04,53.422002,-2.330349
2019-02-11 09:29:51,53.422009,-2.33042
2019-02-11 09:30:07,53.422009,-2.33042
2019-02-11 09:36:53,53.42274,-2.330764
2019-02-11 09:36:57,53.42274,-2.330764
2019-02-11 10:06:57,53.42274,-2.330764
2019-02-11 10:07:59,53.421608,-2.330011
2019-02-11 10:08:58,53.421608,-2.330011
2019-02-11 10:12:22,53.421631,-2.330656
2019-02-11 10:12:58,53.421631,-2.330656
2019-02-11 10:13:41,53.421631,-2.330656
2019-02-11 10:18:31,53.421953,-2.330746
2019-02-11 10:18:56,53.421936,-2.330597
2019-02-11 10:29:38,53.421953,-2.330633
2019-02-11 10:30:25,53.421889,-2.330481
2019-02-11 10:31:40,53.421833,-2.330349
2019-02-11 10:32:14,53.422872,-2.331247
2019-02-11 10:32:18,53.422872,-2.331247
2019-02-11 10:32:22,53.422872,-2.331247
2019-02-11 12:27:25,53.421758,-2.330324
2019-02-11 12:27:26,53.421635,-2.330348
2019-02-11 12:27:39,53.421538,-2.33018
2019-02-11 12:27:45,53.421495,-2.33032
2019-02-11 12:27:48,53.421519,-2.330342
2019-02-11 12:28:03,53.421592,-2.33023
2019-02-11 12:31:02,53.421682,-2.330222
2019-02-11 12:38:41,53.42177,-2.330178
2019-02-11 12:43:00,53.421686,-2.33026
2019-02-11 12:48:30,53.421732,-2.330393
2019-02-11 12:54:11,53.421732,-2.330393
2019-02-11 13:00:42,53.421537,-2.329258
2019-02-11 13:02:15,53.421927,-2.330324
2019-02-11 13:03:10,53.42204,-2.330299
2019-02-11 13:03:12,53.42204,-2.330299
2019-02-11 13:03:16,53.42204,-2.330299
2019-02-11 13:03:36,53.42204,-2.330299
2019-02-11 13:26:25,53.422126,-2.330238
2019-02-11 13:45:15,53.422186,-2.329974
2019-02-11 13:51:15,53.422123,-2.330082
2019-02-11 13:51:23,53.422068,-2.330211
2019-02-11 13:51:30,53.422025,-2.330356
2019-02-11 14:18:11,53.4219,-2.330607
2019-02-11 14:28:51,53.42188,-2.330759
2019-02-11 14:28:58,53.421958,-2.33065
2019-02-11 14:29:02,53.421972,-2.330735
2019-02-11 14:45:59,53.422189,-2.330711
2019-02-11 15:13:58,53.422258,-2.330609
2019-02-11 16:24:41,53.421288,-2.330654
2019-02-11 16:24:43,53.421262,-2.330482
2019-02-11 16:24:44,53.421331,-2.330352
2019-02-11 16:24:51,53.421442,-2.330435
2019-02-11 16:24:52,53.421536,-2.330388
2019-02-11 16:24:54,53.421608,-2.330387
2019-02-11 16:24:56,53.421826,-2.330305
2019-02-11 16:24:59,53.421845,-2.330295
2019-02-11 16:25:04,53.421827,-2.330309
2019-02-11 16:28:55,53.421744,-2.330376
2019-02-11 16:31:27,53.421758,-2.330216
2019-02-11 16:40:44,53.421837,-2.330291
2019-02-11 16:44:02,53.421871,-2.330436
2019-02-11 16:44:07,53.421832,-2.330585
2019-02-11 16:44:08,53.421824,-2.330617
2019-02-11 16:44:25,53.421738,-2.330665
2019-02-11 16:44:45,53.421652,-2.330595
2019-02-11 16:49:14,53.422113,-2.330768
2019-02-11 16:49:15,53.422113,-2.330768
2019-02-11 16:49:19,53.422113,-2.330768
2019-02-11 16:54:13,53.422111,-2.330613
2019-02-11 16:54:16,53.422111,-2.330613
2019-02-11 17:03:20,53.422018,-2.330529
2019-02-11 17:07:44,53.421923,-2.330554
2019-02-11 17:07:53,53.421876,-2.330397
2019-02-11 17:30:38,53.421845,-2.330236
2019-02-11 17:33:46,53.421845,-2.330236
2019-02-12 08:53:58,53.4219,-2.330085
2019-02-12 08:54:10,53.421588,-2.329878
2019-02-12 08:55:23,53.421605,-2.330166
2019-02-12 08:55:30,53.421714,-2.330161
2019-02-12 08:55:37,53.421814,-2.33055
2019-02-12 08:55:52,53.421814,-2.33055
2019-02-12 08:55:56,53.421814,-2.33055
2019-02-12 08:55:58,53.421815,-2.330364
2019-02-12 08:56:03,53.421803,-2.33034
2019-02-12 08:56:51,53.421803,-2.33034
2019-02-12 08:56:57,53.421788,-2.33044
2019-02-12 09:16:11,53.421926,-2.330381
2019-02-12 09:16:17,53.421926,-2.330381
2019-02-12 09:16:26,53.421926,-2.330381
2019-02-12 09:33:23,53.421807,-2.330407
2019-02-12 09:33:27,53.421807,-2.330407
2019-02-12 09:48:09,53.421824,-2.330683
2019-02-12 09:52:34,53.421862,-2.33083
2019-02-12 10:03:45,53.421951,-2.330857
2019-02-12 10:17:30,53.422046,-2.330827
2019-02-12 10:17:33,53.422141,-2.330889
2019-02-12 10:17:36,53.422249,-2.330918
2019-02-12 10:17:37,53.422249,-2.330918
2019-02-12 10:19:54,53.422282,-2.330934
2019-02-12 10:19:57,53.422282,-2.330934
2019-02-12 10:20:01,53.422282,-2.330934
2019-02-12 10:27:32,53.422219,-2.330797
2019-02-12 10:28:06,53.422123,-2.330749
2019-02-12 10:38:12,53.422054,-2.330621
2019-02-12 10:38:30,53.421969,-2.330552
2019-02-12 16:17:02,53.42479,-2.33406
2019-02-12 16:17:08,53.424774,-2.334214
2019-02-12 16:17:14,53.424743,-2.33436
2019-02-12 16:17:23,53.424738,-2.334515
2019-02-12 16:17:33,53.424822,-2.334607
2019-02-12 16:17:41,53.424892,-2.334718
2019-02-12 16:17:49,53.424969,-2.334807
2019-02-12 16:17:56,53.425034,-2.334912
2019-02-12 16:18:09,53.425082,-2.335045
2019-02-12 16:18:17,53.425034,-2.335192
2019-02-12 16:18:27,53.424997,-2.335338
2019-02-12 16:18:35,53.424968,-2.335488
2019-02-12 16:18:40,53.424895,-2.335615
2019-02-12 16:18:46,53.424851,-2.335749
2019-02-12 16:18:53,53.424814,-2.335902
2019-02-12 16:19:02,53.42476,-2.336027
2019-02-12 16:19:09,53.424694,-2.336146
2019-02-12 16:19:14,53.424598,-2.336222
2019-02-12 16:19:22,53.424534,-2.336333
2019-02-12 16:19:28,53.424501,-2.33648
2019-02-12 16:19:36,53.424451,-2.336606
2019-02-12 16:19:45,53.424379,-2.336717
2019-02-12 16:19:52,53.42429,-2.336672
2019-02-12 16:19:59,53.42421,-2.336574
2019-02-12 16:20:05,53.424108,-2.336535
2019-02-12 16:20:12,53.424003,-2.336503
2019-02-12 16:20:18,53.423897,-2.33648
2019-02-12 16:20:24,53.423806,-2.336416
2019-02-12 16:20:31,53.423723,-2.336342
2019-02-12 16:20:36,53.423635,-2.336303
2019-02-12 16:20:42,53.423542,-2.336256
2019-02-12 16:20:49,53.42346,-2.336195
2019-02-12 16:20:59,53.42338,-2.336097
2019-02-12 16:21:06,53.423279,-2.336035
2019-02-12 16:21:12,53.42319,-2.335992
2019-02-12 16:21:20,53.423102,-2.335929
2019-02-12 16:21:27,53.423013,-2.335892
2019-02-12 16:21:33,53.422918,-2.335855
2019-02-12 16:21:41,53.42283,-2.335772
2019-02-12 16:21:47,53.422743,-2.33571
2019-02-12 16:21:53,53.42266,-2.335651
2019-02-12 16:21:59,53.422567,-2.335575
2019-02-12 16:22:06,53.422493,-2.335483
